"","WD24CD","wd_pop"
"1919","E05010634",4033
"1920","E05010635",1714
"1921","E05010636",4268
"1922","E05010637",5587
"1923","E05010638",2650
"1924","E05010639",3120
"1925","E05010640",4576
"1926","E05010641",3505
"1927","E05010642",1739
"1928","E05010643",1530
"1929","E05010644",1726
"1930","E05010645",3248
"1931","E05010646",3559
"1932","E05010647",1639
"1933","E05010648",1960
"1934","E05010649",6021
"1935","E05010650",1933
"1936","E05010651",10648
"1937","E05010652",6872
"1938","E05010653",4291
"1939","E05010654",5300
"1940","E05010655",4647
"1941","E05010656",4132
"1942","E05010657",4006
"1943","E05010658",5767
"1944","E05010659",2295
"1945","E05010660",3499
"1946","E05010661",4355
"1947","E05010662",3778
"1948","E05010663",3750
"1949","E05010664",7018
"1950","E05010665",4755
"1951","E05010666",2078
"1952","E05010667",1783
"1953","E05010668",5181
"1954","E05010669",2651
"1955","E05010670",9486
"1956","E05010671",5151
"1957","E05010672",7085
"1958","E05010673",3242
"1959","E05010674",8260
"1960","E05010675",3593
"1961","E05010676",2971
"1962","E05010677",7451
"1963","E05010678",6947
"1964","E05010679",8592
"1965","E05010680",6451
"1966","E05010681",10129
"1967","E05010682",8549
"1968","E05010683",2608
"1969","E05010684",2027
"1970","E05010685",4102
"1971","E05010686",3961
"1972","E05010687",3642
"1973","E05010688",3697
"1974","E05010689",5038
"1975","E05010690",11873
"1976","E05010691",2873
"1977","E05010692",9050
"1978","E05010693",6276
"1979","E05010694",2490
"1980","E05010695",2511
"1981","E05010696",3196
"1982","E05010697",2882
"1983","E05010698",2610
"1984","E05010699",3849
"1985","E05010700",6536
"1986","E05010702",1991
"1987","E05010703",2379
"1988","E05010705",2175
"1989","E05010706",2666
"1990","E05010707",1431
"1991","E05010708",2903
"1992","E05010709",2408
"1993","E05010710",5875
"1994","E05010711",3037
"1995","E05010712",2629
"1996","E05010713",2287
"1997","E05010714",2689
"1998","E05010715",3463
"1999","E05010717",3593
"2000","E05010718",2869
"2001","E05010719",2794
"2002","E05010721",2940
"2003","E05010722",1905
"2004","E05010723",2167
"2005","E05010724",2591
"2006","E05010725",2186
"2007","E05010726",2097
"2008","E05010727",5243
"2009","E05010728",15460
"2010","E05010729",14114
"2011","E05010730",11239
"2012","E05010731",16509
"2013","E05010732",12668
"2014","E05010733",14258
"2015","E05010734",9830
"2016","E05010735",10885
"2017","E05010736",15897
"2018","E05010737",16070
"2019","E05010738",12720
"2020","E05010739",13694
"2021","E05010740",12137
"2022","E05010741",8790
"2023","E05010742",15215
"2024","E05010743",11148
"2025","E05010744",8247
"2026","E05010745",17338
"2027","E05010746",13838
"2028","E05010747",30446
"2029","E05010748",24093
"2030","E05010755",12229
"2031","E05010756",9739
"2032","E05010757",10238
"2033","E05010758",7574
"2034","E05010759",9974
"2035","E05010760",6796
"2036","E05010781",1946
"2037","E05010782",3467
"2038","E05010783",3687
"2039","E05010784",19315
"2040","E05010785",7008
"2041","E05010786",13811
"2042","E05010787",11284
"2043","E05010788",6742
"2044","E05010789",6761
"2045","E05010790",8018
"2046","E05010791",7766
"2047","E05010792",7386
"2048","E05010793",13294
"2049","E05010794",6257
"2050","E05010795",11291
"2051","E05010796",12593
"2052","E05010797",7834
"2053","E05010798",9426
"2054","E05010799",9038
"2055","E05010800",12286
"2056","E05010801",10085
"2057","E05010802",11023
"2058","E05010803",9168
"2059","E05010804",9069
"2060","E05010805",3142
"2061","E05010806",9814
"2062","E05010807",18411
"2063","E05010808",8527
"2064","E05010809",19093
"2065","E05010810",8663
"2066","E05010811",10100
"2067","E05010812",9947
"2068","E05010813",6120
"2069","E05010814",7325
"2070","E05010815",8698
"2071","E05010816",10781
"2072","E05010817",10041
"2073","E05010818",9039
"2074","E05010819",12816
"2075","E05010820",10708
"2076","E05010821",9585
"2077","E05010822",18576
"2078","E05010823",10087
"2079","E05010824",10250
"2080","E05010825",5641
"2081","E05010826",3802
"2082","E05010827",8991
"2083","E05010828",16601
"2084","E05010829",13023
"2085","E05010830",12768
"2086","E05010831",8873
"2087","E05010832",10542
"2088","E05010833",9266
"2089","E05010834",18526
"2090","E05010835",12918
"2091","E05010836",11361
"2092","E05010837",9376
"2093","E05010838",11033
"2094","E05010839",8980
"2095","E05010840",12516
"2096","E05010841",10497
"2097","E05010842",9112
"2098","E05010843",8702
"2099","E05010844",6288
"2100","E05010845",5852
"2101","E05010846",4685
"2102","E05010847",5413
"2103","E05010848",6187
"2104","E05010849",5471
"2105","E05010850",5530
"2106","E05010851",5766
"2107","E05010852",5764
"2108","E05010853",8693
"2109","E05010854",5714
"2110","E05010855",6014
"2111","E05010856",7745
"2112","E05010857",15962
"2113","E05010858",17858
"2114","E05010859",13381
"2115","E05010860",34217
"2116","E05010861",36486
"2117","E05010862",35857
"2118","E05010863",14826
"2119","E05010864",44611
"2120","E05010865",16847
"2121","E05010866",18305
"2122","E05010867",18465
"2123","E05010868",19952
"2124","E05010869",16818
"2125","E05010870",17878
"2126","E05010871",16759
"2127","E05010872",19939
"2128","E05010873",22130
"2129","E05010874",14553
"2130","E05010875",23043
"2131","E05010876",17078
"2132","E05010877",14535
"2133","E05010878",18025
"2134","E05010879",17140
"2135","E05010880",15219
"2136","E05010881",16474
"2137","E05010882",21415
"2138","E05010883",14840
"2139","E05010884",17190
"2140","E05010885",18462
"2141","E05010886",29135
"2142","E05010887",14039
"2143","E05010888",12180
"2144","E05010889",11239
"2145","E05010890",11699
"2146","E05010891",12868
"2147","E05010892",45603
"2148","E05010893",13495
"2149","E05010894",11924
"2150","E05010895",10063
"2151","E05010896",11906
"2152","E05010897",13366
"2153","E05010898",12347
"2154","E05010899",13416
"2155","E05010900",16177
"2156","E05010901",11096
"2157","E05010902",17881
"2158","E05010903",11544
"2159","E05010904",21409
"2160","E05010905",7921
"2161","E05010906",11953
"2162","E05010907",23343
"2163","E05010908",12464
"2164","E05010909",12470
"2165","E05010910",10512
"2166","E05010911",5035
"2167","E05010912",6026
"2168","E05010913",10566
"2169","E05010914",13443
"2170","E05010915",9538
"2171","E05010916",11775
"2172","E05010917",20731
"2173","E05010918",11291
"2174","E05010921",16982
"2175","E05010922",14052
"2176","E05010923",8526
"2177","E05010924",8291
"2178","E05010925",11032
"2179","E05010926",6902
"2180","E05010928",6851
"2181","E05010929",7753
"2182","E05010930",8716
"2183","E05010932",9050
"2184","E05010933",10937
"2185","E05010934",9803
"2186","E05010935",8569
"2187","E05010936",7624
"2188","E05010937",15056
"2189","E05010938",18071
"2190","E05010939",9467
"2191","E05010940",13421
"2192","E05010941",14569
"2193","E05010942",8286
"2194","E05010943",8344
"2195","E05010944",10588
"2196","E05010945",8450
"2197","E05010946",8515
"2198","E05010947",7402
"2199","E05010948",8169
"2200","E05010949",8771
"2201","E05010950",5757
"2202","E05010951",4339
"2203","E05010952",9088
"2204","E05010953",9590
"2205","E05010954",2777
"2206","E05010955",6531
"2207","E05010956",6696
"2208","E05010957",5165
"2209","E05010958",14202
"2210","E05010959",5341
"2211","E05010960",7857
"2212","E05010961",7703
"2213","E05010962",9231
"2214","E05010963",4565
"2215","E05010964",9345
"2216","E05010965",4752
"2217","E05010966",5071
"2218","E05010967",14306
"2219","E05010969",7150
"2220","E05010972",3826
"2221","E05010973",3504
"2222","E05010975",2200
"2223","E05010976",6781
"2224","E05010981",7128
"2225","E05010982",1662
"2226","E05010986",4912
"2227","E05010987",2133
"2228","E05010988",1857
"2229","E05010990",1734
"2230","E05010991",1824
"2231","E05010992",3772
"2232","E05010995",8884
"2233","E05010996",9147
"2234","E05010997",7626
"2235","E05010998",8794
"2236","E05010999",6141
"2237","E05011000",7843
"2238","E05011001",8413
"2239","E05011002",10768
"2240","E05011003",4975
"2241","E05011004",11892
"2242","E05011005",14607
"2243","E05011006",7827
"2244","E05011007",6808
"2245","E05011008",5597
"2246","E05011009",10848
"2247","E05011010",8624
"2248","E05011011",12903
"2249","E05011012",16733
"2250","E05011013",7158
"2251","E05011014",7468
"2252","E05011015",7311
"2253","E05011016",12879
"2254","E05011017",8751
"2255","E05011018",10052
"2256","E05011019",14595
"2257","E05011020",16768
"2258","E05011021",14753
"2259","E05011022",8498
"2260","E05011023",10026
"2261","E05011024",9827
"2262","E05011025",23373
"2263","E05011026",14912
"2264","E05011027",9017
"2265","E05011028",9853
"2266","E05011029",12030
"2267","E05011030",10542
"2268","E05011031",7760
"2269","E05011032",13182
"2270","E05011033",8750
"2271","E05011034",7561
"2272","E05011035",7320
"2273","E05011036",9918
"2274","E05011037",6776
"2275","E05011038",10341
"2276","E05011039",8736
"2277","E05011040",10853
"2278","E05011041",9219
"2279","E05011042",5020
"2280","E05011043",11689
"2281","E05011044",6439
"2282","E05011045",10909
"2283","E05011046",7761
"2284","E05011047",15259
"2285","E05011048",9596
"2286","E05011049",6641
"2287","E05011050",6902
"2288","E05011051",7868
"2289","E05011052",5977
"2290","E05011053",8756
"2291","E05011054",6020
"2292","E05011055",9596
"2293","E05011056",12457
"2294","E05011057",6473
"2295","E05011058",6933
"2296","E05011059",8913
"2297","E05011060",10108
"2298","E05011061",8810
"2299","E05011062",7216
"2300","E05011063",9866
"2301","E05011064",17058
"2302","E05011065",5839
"2303","E05011066",6233
"2304","E05011067",5599
"2305","E05011068",5053
"2306","E05011069",9332
"2307","E05011070",5257
"2308","E05011071",7834
"2309","E05011072",5761
"2310","E05011073",6078
"2311","E05011074",6751
"2312","E05011075",9921
"2313","E05011076",10734
"2314","E05011077",8315
"2315","E05011078",8383
"2316","E05011079",6848
"2317","E05011080",8151
"2318","E05011081",8354
"2319","E05011082",7978
"2320","E05011083",10389
"2321","E05011084",9410
"2322","E05011085",8583
"2323","E05011086",7576
"2324","E05011087",8609
"2325","E05011088",9171
"2326","E05011089",13181
"2327","E05011090",147
"2328","E05011092",114
"2329","E05011093",1501
"2330","E05011094",163
"2331","E05011095",19995
"2332","E05011096",14230
"2333","E05011097",9847
"2334","E05011098",14069
"2335","E05011099",8496
"2336","E05011100",11221
"2337","E05011101",10246
"2338","E05011102",10502
"2339","E05011103",13261
"2340","E05011104",33187
"2341","E05011105",10844
"2342","E05011106",14851
"2343","E05011107",15107
"2344","E05011108",13359
"2345","E05011109",17787
"2346","E05011110",12369
"2347","E05011111",8746
"2348","E05011112",14465
"2349","E05011113",14428
"2350","E05011114",9879
"2351","E05011115",14629
"2352","E05011116",14061
"2353","E05011117",10873
"2354","E05011118",21860
"2355","E05011119",9575
"2356","E05011120",26279
"2357","E05011121",26169
"2358","E05011122",10886
"2359","E05011123",20329
"2360","E05011124",17988
"2361","E05011125",10844
"2362","E05011126",23572
"2363","E05011127",14045
"2364","E05011128",22273
"2365","E05011129",21003
"2366","E05011130",18052
"2367","E05011131",19460
"2368","E05011132",12368
"2369","E05011133",9784
"2370","E05011134",40596
"2371","E05011135",20222
"2372","E05011136",11079
"2373","E05011137",11358
"2374","E05011138",22001
"2375","E05011139",10400
"2376","E05011140",22080
"2377","E05011141",8979
"2378","E05011142",11143
"2379","E05011143",16691
"2380","E05011144",21102
"2381","E05011145",18062
"2382","E05011146",9021
"2383","E05011147",10317
"2384","E05011148",12259
"2385","E05011149",9760
"2386","E05011150",17940
"2387","E05011151",40390
"2388","E05011152",18472
"2389","E05011153",11521
"2390","E05011154",21222
"2391","E05011155",29597
"2392","E05011156",26945
"2393","E05011157",19604
"2394","E05011158",8940
"2395","E05011159",17697
"2396","E05011160",23101
"2397","E05011161",10174
"2398","E05011162",14966
"2399","E05011163",18012
"2400","E05011164",9246
"2401","E05011165",10183
"2402","E05011166",16938
"2403","E05011167",20252
"2404","E05011168",38455
"2405","E05011169",10309
"2406","E05011170",29913
"2407","E05011171",20101
"2408","E05011172",9599
"2409","E05011173",19411
"2410","E05011174",7689
"2411","E05011175",10057
"2412","E05011176",8400
"2413","E05011177",9923
"2414","E05011178",15362
"2415","E05011179",18651
"2416","E05011180",17873
"2417","E05011181",8726
"2418","E05011182",13005
"2419","E05011183",12618
"2420","E05011184",19866
"2421","E05011185",8782
"2422","E05011186",12127
"2423","E05011187",8497
"2424","E05011188",6049
"2425","E05011189",8677
"2426","E05011190",11905
"2427","E05011191",11804
"2428","E05011192",10003
"2429","E05011193",11079
"2430","E05011194",9550
"2431","E05011195",11541
"2432","E05011196",10696
"2433","E05011197",10986
"2434","E05011198",10344
"2435","E05011199",6334
"2436","E05011200",5406
"2437","E05011201",5299
"2438","E05011202",4928
"2439","E05011203",4464
"2440","E05011204",8543
"2441","E05011205",6235
"2442","E05011206",7950
"2443","E05011207",6494
"2444","E05011208",6747
"2445","E05011209",5080
"2446","E05011210",5035
"2447","E05011211",4975
"2448","E05011212",4226
"2449","E05011213",5409
"2450","E05011214",4190
"2451","E05011215",4419
"2452","E05011216",5144
"2453","E05011217",9710
"2454","E05011218",17739
"2455","E05011219",16693
"2456","E05011220",14696
"2457","E05011221",13392
"2458","E05011222",17775
"2459","E05011223",14111
"2460","E05011224",13041
"2461","E05011225",13253
"2462","E05011226",15279
"2463","E05011227",9104
"2464","E05011228",9556
"2465","E05011229",10043
"2466","E05011230",19147
"2467","E05011231",11245
"2468","E05011232",14836
"2469","E05011233",12732
"2470","E05011234",14386
"2471","E05011235",13441
"2472","E05011236",11402
"2473","E05011237",14338
"2474","E05011238",13942
"2475","E05011239",13524
"2476","E05011240",11320
"2477","E05011241",11747
"2478","E05011242",13140
"2479","E05011243",13457
"2480","E05011244",13751
"2481","E05011245",14022
"2482","E05011246",14507
"2483","E05011247",13385
"2484","E05011248",13912
"2485","E05011249",9553
"2486","E05011250",12508
"2487","E05011251",17248
"2488","E05011252",12197
"2489","E05011253",14280
"2490","E05011254",6914
"2491","E05011255",12277
"2492","E05011256",3877
"2493","E05011257",11784
"2494","E05011258",3035
"2495","E05011259",3333
"2496","E05011260",8995
"2497","E05011261",3183
"2498","E05011262",4798
"2499","E05011263",6373
"2500","E05011264",6649
"2501","E05011265",5516
"2502","E05011266",15127
"2503","E05011267",3698
"2504","E05011268",9331
"2505","E05011269",6420
"2506","E05011270",8194
"2507","E05011271",2417
"2508","E05011272",3384
"2509","E05011273",10854
"2510","E05011274",11011
"2511","E05011275",9408
"2512","E05011276",5842
"2513","E05011277",3160
"2514","E05011278",6006
"2515","E05011279",8304
"2516","E05011280",6723
"2517","E05011281",9968
"2518","E05011282",3065
"2519","E05011283",4288
"2520","E05011284",2987
"2521","E05011285",4052
"2522","E05011286",3014
"2523","E05011289",6408
"2524","E05011291",12127
"2525","E05011292",3085
"2526","E05011293",3453
"2527","E05011294",5238
"2528","E05011295",3147
"2529","E05011296",9568
"2530","E05011297",11315
"2531","E05011298",8432
"2532","E05011300",8826
"2533","E05011301",13703
"2534","E05011304",6753
"2535","E05011305",3887
"2536","E05011306",3049
"2537","E05011307",3311
"2538","E05011348",10159
"2539","E05011349",9274
"2540","E05011350",13377
"2541","E05011351",42958
"2542","E05011352",23464
"2543","E05011353",13013
"2544","E05011354",15859
"2545","E05011355",14433
"2546","E05011356",25411
"2547","E05011357",11370
"2548","E05011358",16413
"2549","E05011359",22868
"2550","E05011360",22077
"2551","E05011361",34312
"2552","E05011362",14689
"2553","E05011363",17767
"2554","E05011364",13365
"2555","E05011365",18898
"2556","E05011366",19681
"2557","E05011367",13661
"2558","E05011368",19645
"2559","E05011369",17811
"2560","E05011370",18759
"2561","E05011371",18904
"2562","E05011372",18900
"2563","E05011373",15264
"2564","E05011374",13837
"2565","E05011375",13237
"2566","E05011376",28892
"2567","E05011377",15695
"2568","E05011378",16177
"2569","E05011379",15264
"2570","E05011380",13325
"2571","E05011381",26439
"2572","E05011384",18872
"2573","E05011385",27205
"2574","E05011387",20846
"2575","E05011388",37221
"2576","E05011389",24672
"2577","E05011390",23438
"2578","E05011391",22332
"2579","E05011394",26708
"2580","E05011395",23056
"2581","E05011396",16639
"2582","E05011397",28046
"2583","E05011399",41031
"2584","E05011400",24671
"2585","E05011401",18584
"2586","E05011402",20093
"2587","E05011403",64099
"2588","E05011404",24342
"2589","E05011405",21087
"2590","E05011406",24660
"2591","E05011407",25187
"2592","E05011409",22398
"2593","E05011410",18428
"2594","E05011411",22425
"2595","E05011413",20313
"2596","E05011414",24608
"2597","E05011415",6416
"2598","E05011416",8915
"2599","E05011417",2086
"2600","E05011418",4708
"2601","E05011419",4959
"2602","E05011420",10172
"2603","E05011421",3699
"2604","E05011422",7560
"2605","E05011423",2219
"2606","E05011424",3684
"2607","E05011425",4735
"2608","E05011426",2255
"2609","E05011427",7625
"2610","E05011428",4077
"2611","E05011429",4877
"2612","E05011430",8027
"2613","E05011431",4480
"2614","E05011432",9757
"2615","E05011433",4041
"2616","E05011434",6819
"2617","E05011435",5759
"2618","E05011436",12714
"2619","E05011437",12457
"2620","E05011438",9709
"2621","E05011439",14154
"2622","E05011440",11231
"2623","E05011441",11823
"2624","E05011442",7383
"2625","E05011443",16525
"2626","E05011444",10795
"2627","E05011445",17280
"2628","E05011446",11938
"2629","E05011447",10767
"2630","E05011448",8719
"2631","E05011449",10862
"2632","E05011450",10121
"2633","E05011451",10162
"2634","E05011452",8232
"2635","E05011453",43592
"2636","E05011454",9595
"2637","E05011455",11701
"2638","E05011456",10592
"2639","E05011457",10128
"2640","E05011458",10804
"2641","E05011459",11298
"2642","E05011460",9408
"2643","E05011461",10872
"2644","E05011462",9803
"2645","E05011463",14463
"2646","E05011464",13740
"2647","E05011465",19519
"2648","E05011466",15081
"2649","E05011467",14556
"2650","E05011468",22531
"2651","E05011469",9947
"2652","E05011470",8565
"2653","E05011471",10046
"2654","E05011472",10136
"2655","E05011473",9378
"2656","E05011474",8935
"2657","E05011475",5309
"2658","E05011476",14682
"2659","E05011477",8369
"2660","E05011478",14277
"2661","E05011479",12278
"2662","E05011480",9366
"2663","E05011481",7995
"2664","E05011482",12972
"2665","E05011483",9634
"2666","E05011484",16974
"2667","E05011485",14438
"2668","E05011486",14851
"2669","E05011487",20779
"2670","E05011488",20513
"2671","E05011489",13870
"2672","E05011508",13209
"2673","E05011509",7656
"2674","E05011510",8272
"2675","E05011511",13566
"2676","E05011512",6346
"2677","E05011513",18550
"2678","E05011514",11807
"2679","E05011515",6425
"2680","E05011516",7110
"2681","E05011517",8073
"2682","E05011518",11136
"2683","E05011519",6449
"2684","E05011520",7124
"2685","E05011521",7982
"2686","E05011522",10350
"2687","E05011523",8907
"2688","E05011524",6850
"2689","E05011525",10287
"2690","E05011526",13610
"2691","E05011527",8440
"2692","E05011528",8189
"2693","E05011529",20970
"2694","E05011530",8282
"2695","E05011531",15686
"2696","E05011532",16553
"2697","E05011533",7360
"2698","E05011534",7862
"2699","E05011535",10644
"2700","E05011536",16090
"2701","E05011537",13874
"2702","E05011538",11353
"2703","E05011539",13353
"2704","E05011540",8932
"2705","E05011541",30577
"2706","E05011542",13708
"2707","E05011543",10754
"2708","E05011544",11021
"2709","E05011545",10176
"2710","E05011547",23728
"2711","E05011549",23886
"2712","E05011552",5814
"2713","E05011553",8020
"2714","E05011554",5584
"2715","E05011555",6275
"2716","E05011558",6566
"2717","E05011559",4522
"2718","E05011561",5466
"2719","E05011562",2531
"2720","E05011563",6415
"2721","E05011564",4756
"2722","E05011565",11220
"2723","E05011566",7403
"2724","E05011567",2875
"2725","E05011568",8603
"2726","E05011569",5790
"2727","E05011570",5714
"2728","E05011571",5896
"2729","E05011572",5073
"2730","E05011574",13211
"2731","E05011575",11915
"2732","E05011576",8654
"2733","E05011577",13044
"2734","E05011578",9499
"2735","E05011579",12092
"2736","E05011580",12203
"2737","E05011581",10055
"2738","E05011582",11341
"2739","E05011583",5648
"2740","E05011584",3076
"2741","E05011585",6179
"2742","E05011586",2090
"2743","E05011587",7067
"2744","E05011588",3884
"2745","E05011589",8710
"2746","E05011590",5310
"2747","E05011591",7618
"2748","E05011592",2256
"2749","E05011593",6748
"2750","E05011594",4350
"2751","E05011595",4499
"2752","E05011596",4228
"2753","E05011597",2340
"2754","E05011598",5150
"2755","E05011599",3980
"2756","E05011600",4568
"2757","E05011601",4394
"2758","E05011602",3807
"2759","E05011603",2618
"2760","E05011604",6453
"2761","E05011605",4165
"2762","E05011606",4288
"2763","E05011607",4010
"2764","E05011608",4736
"2765","E05011609",5293
"2766","E05011610",5332
"2767","E05011611",4630
"2768","E05011612",4185
"2769","E05011613",1984
"2770","E05011614",4601
"2771","E05011615",2543
"2772","E05011616",4799
"2773","E05011617",5256
"2774","E05011618",5067
"2775","E05011619",4912
"2776","E05011620",2641
"2777","E05011621",5136
"2778","E05011622",4945
"2779","E05011623",2195
"2780","E05011624",3810
"2781","E05011625",3661
"2782","E05011626",3734
"2783","E05011627",3559
"2784","E05011628",4364
"2785","E05011629",3906
"2786","E05011630",3218
"2787","E05011631",3336
"2788","E05011632",2723
"2789","E05011633",2735
"2790","E05011634",3862
"2791","E05011635",4209
"2792","E05011636",3177
"2793","E05011637",7045
"2794","E05011638",2977
"2795","E05011639",4597
"2796","E05011640",3948
"2797","E05011641",2363
"2798","E05011642",2600
"2799","E05011643",3207
"2800","E05011644",4198
"2801","E05011645",3517
"2802","E05011646",3808
"2803","E05011647",3617
"2804","E05011648",5010
"2805","E05011649",6515
"2806","E05011650",6385
"2807","E05011651",2999
"2808","E05011652",3503
"2809","E05011653",3757
"2810","E05011654",2455
"2811","E05011655",4215
"2812","E05011656",3832
"2813","E05011657",2892
"2814","E05011658",2933
"2815","E05011659",3168
"2816","E05011660",3691
"2817","E05011661",6208
"2818","E05011662",2396
"2819","E05011663",2737
"2820","E05011664",2655
"2821","E05011665",2849
"2822","E05011666",6998
"2823","E05011667",6086
"2824","E05011668",10682
"2825","E05011669",6440
"2826","E05011670",7508
"2827","E05011671",2962
"2828","E05011672",6883
"2829","E05011673",3523
"2830","E05011674",5930
"2831","E05011675",10021
"2832","E05011676",3696
"2833","E05011677",3164
"2834","E05011678",6617
"2835","E05011679",6850
"2836","E05011680",9508
"2837","E05011681",3515
"2838","E05011682",5984
"2839","E05011683",5792
"2840","E05011684",8053
"2841","E05011685",9706
"2842","E05011686",3208
"2843","E05011701",8484
"2844","E05011702",9432
"2845","E05011703",11676
"2846","E05011704",3760
"2847","E05011705",4606
"2848","E05011707",3880
"2849","E05011708",4734
"2850","E05011710",9106
"2851","E05011711",4070
"2852","E05011713",9498
"2853","E05011714",6175
"2854","E05011715",5515
"2855","E05011717",4349
"2856","E05011718",3206
"2857","E05011719",3229
"2858","E05011743",5058
"2859","E05011744",5709
"2860","E05011745",2822
"2861","E05011746",2756
"2862","E05011747",1802
"2863","E05011748",2861
"2864","E05011749",2754
"2865","E05011750",1476
"2866","E05011751",2454
"2867","E05011753",7009
"2868","E05011755",2678
"2869","E05011756",4188
"2870","E05011757",2406
"2871","E05011758",2219
"2872","E05011759",2173
"2873","E05011760",2719
"2874","E05011761",4795
"2875","E05011762",2091
"2876","E05011763",2181
"2877","E05011764",5119
"2878","E05011765",2369
"2879","E05011766",2927
"2880","E05011767",2376
"2881","E05011768",2242
"2882","E05011769",2424
"2883","E05011770",2439
"2884","E05011771",2127
"2885","E05011772",3233
"2886","E05011773",2700
"2887","E05011774",2691
"2888","E05011775",9486
"2889","E05011776",1795
"2890","E05011777",4254
"2891","E05011778",2384
"2892","E05011779",4974
"2893","E05011780",10932
"2894","E05011781",2618
"2895","E05011782",7749
"2896","E05011783",2349
"2897","E05011784",8641
"2898","E05011785",7671
"2899","E05011786",2997
"2900","E05011787",4377
"2901","E05011788",5031
"2902","E05011789",5559
"2903","E05011790",2184
"2904","E05011791",6106
"2905","E05011792",6112
"2906","E05011793",8077
"2907","E05011794",7298
"2908","E05011795",4913
"2909","E05011796",2346
"2910","E05011797",6443
"2911","E05011798",5104
"2912","E05011799",2521
"2913","E05011800",1949
"2914","E05011801",7648
"2915","E05011802",6829
"2916","E05011803",2166
"2917","E05011804",6984
"2918","E05011805",5303
"2919","E05011806",2242
"2920","E05011807",2250
"2921","E05011808",2382
"2922","E05011809",2765
"2923","E05011810",7428
"2924","E05011811",2233
"2925","E05011812",10209
"2926","E05011813",5369
"2927","E05011814",5909
"2928","E05011815",6186
"2929","E05011816",5545
"2930","E05011817",12862
"2931","E05011818",7844
"2932","E05011819",5644
"2933","E05011820",4952
"2934","E05011821",6522
"2935","E05011822",6161
"2936","E05011823",3101
"2937","E05011824",7438
"2938","E05011825",5122
"2939","E05011826",6570
"2940","E05011827",3023
"2941","E05011828",5859
"2942","E05011829",5932
"2943","E05011830",6023
"2944","E05011831",9225
"2945","E05011832",5241
"2946","E05011833",8310
"2947","E05011834",2358
"2948","E05011835",2372
"2949","E05011836",2077
"2950","E05011837",2609
"2951","E05011838",5709
"2952","E05011839",2352
"2953","E05011840",2182
"2954","E05011841",2535
"2955","E05011842",2335
"2956","E05011843",5780
"2957","E05011844",5600
"2958","E05011845",2249
"2959","E05011846",7028
"2960","E05011847",2614
"2961","E05011848",3945
"2962","E05011849",3547
"2963","E05011850",5176
"2964","E05011851",2500
"2965","E05011852",1984
"2966","E05011853",2516
"2967","E05011854",2183
"2968","E05011855",2817
"2969","E05011856",4531
"2970","E05011857",5478
"2971","E05011858",2565
"2972","E05011859",2287
"2973","E05011860",2517
"2974","E05011861",2452
"2975","E05011862",2126
"2976","E05011863",2339
"2977","E05011864",2717
"2978","E05011865",3470
"2979","E05011866",5875
"2980","E05011867",3107
"2981","E05011868",3059
"2982","E05011869",2528
"2983","E05011870",5493
"2984","E05011871",16472
"2985","E05011872",10981
"2986","E05011874",1774
"2987","E05011875",3302
"2988","E05011877",2754
"2989","E05011878",7691
"2990","E05011879",2865
"2991","E05011880",5719
"2992","E05011881",9140
"2993","E05011882",4946
"2994","E05011883",2719
"2995","E05011884",5173
"2996","E05011885",9571
"2997","E05011886",7615
"2998","E05011887",2982
"2999","E05011888",7919
"3000","E05011889",3940
"3001","E05011890",2631
"3002","E05011891",4089
"3003","E05011892",5970
"3004","E05011893",8693
"3005","E05011894",2332
"3006","E05011895",8974
"3007","E05011896",5990
"3008","E05011897",10262
"3009","E05011898",7342
"3010","E05011899",4907
"3011","E05011900",5418
"3012","E05011901",8561
"3013","E05011902",5566
"3014","E05011903",2310
"3015","E05011904",2453
"3016","E05011905",7781
"3017","E05011906",2670
"3018","E05011907",4664
"3019","E05011908",5706
"3020","E05011909",5830
"3021","E05011910",2796
"3022","E05011911",2284
"3023","E05011912",4615
"3024","E05011913",5470
"3025","E05011914",4316
"3026","E05011915",4066
"3027","E05011916",3258
"3028","E05011917",4967
"3029","E05011918",6152
"3030","E05011919",4245
"3031","E05011920",2431
"3032","E05011921",3838
"3033","E05011922",5320
"3034","E05011923",5589
"3035","E05011924",3895
"3036","E05011925",3691
"3037","E05011926",3468
"3038","E05011927",4509
"3039","E05011928",3610
"3040","E05011929",3546
"3041","E05011930",3422
"3042","E05011931",2195
"3043","E05011932",6689
"3044","E05011933",3342
"3045","E05011934",4854
"3046","E05011935",7656
"3047","E05011936",6074
"3048","E05011937",4795
"3049","E05011938",6016
"3050","E05011939",6035
"3051","E05011940",2757
"3052","E05011941",2356
"3053","E05011942",3617
"3054","E05011943",2987
"3055","E05011944",5811
"3056","E05011945",3560
"3057","E05011946",3063
"3058","E05011947",2832
"3059","E05011948",2929
"3060","E05011949",8339
"3061","E05011950",2820
"3062","E05011951",3483
"3063","E05011952",5212
"3064","E05011953",8573
"3065","E05011954",6754
"3066","E05011955",4791
"3067","E05011956",2692
"3068","E05011957",2572
"3069","E05011958",3674
"3070","E05011959",2712
"3071","E05011960",3514
"3072","E05011961",3196
"3073","E05011962",2897
"3074","E05011963",4805
"3075","E05011964",2408
"3076","E05011965",3123
"3077","E05011966",4562
"3078","E05011967",4044
"3079","E05011968",2877
"3080","E05011969",5070
"3081","E05011970",5100
"3082","E05011971",8061
"3083","E05011972",3421
